"id","profileName","text","date","title","rating","images","helpful","variant:colour","variant:size","variant:style name"
"R3C06DUDCY2CDD","Ahmad Kamal Siddiqui","It is the best ear buds under this price and it is value for money","Reviewed in India on 1 February 2024","Best ear buds","5.0 out of 5 stars","https://m.media-amazon.com/images/I/71zyaRTVUBL.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"R4DY09MQJL1OJ","Amazon Customer","Useless..","Reviewed in India on 1 February 2024","Not connecting 2 device..","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3T62F597UCYC7","POOVARASU","Don't go for it.. battery life sucks","Reviewed in India on 1 February 2024","It disconnects many times in a span of less time","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RAA39DYYNVI0R","Yash","It has blutooth connectivity issue , frequently forgets the pair device","Reviewed in India on 1 February 2024","Connectivity issue","2.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RS661PM8PI9R2","Amazon Customer","Very good. Enjoying it thoroughly.","Reviewed in India on 1 February 2024","Cool, easy to handle, good audio quality","5.0 out of 5 stars","","0","White Marble","Extra Large","Nord Buds"
"RY3EEATM9TNWV","Customer120","One of the buds did not work properly when arrived, only replacement was allowed within 7 days but replacement was not done and instead refund(return) option was forced to me, anyways refund was not credited even after 14 days and now the offer period is gone and if I have to purchase it I have to pay the full price.Thank You Amazon for ruining my purchase, now I feel like I shouldn’t buy anything during sale period.Adios","Reviewed in India on 1 February 2024","The products with offer always turns out defective","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1W5PBV45LY9XA","Mruga Deshpande","Superb quality. Worth price. Must buy","Reviewed in India on 31 January 2024","Superb quality","5.0 out of 5 stars","https://m.media-amazon.com/images/I/61K8TkdLdjL.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1H9LRYKI43Z3Z","Ravinderjit","....","Reviewed in India on 31 January 2024","Product is very and useful and worth","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1TZEQBBYOBBM7","Amazon Customer","Can’t work his app on iPhone don’t buy even touch not working properly","Reviewed in India on 30 January 2024","Not good working","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RRXQLTKIT9L62","Syed ilyas ahmed","Wrost garbage not working properly slow connection low voice","Reviewed in India on 30 January 2024","Wrost","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R32XBWW0PJSXX2","Mahesh Nandam","If you want to use it for different devices by connecting and reconnecting, then user will face the issues as it won't be supportive as fast as we want to connectand one more major issue is only one ear bud is working after 1month of less usage.Waste of money.","Reviewed in India on 30 January 2024","Worst connecting experience and only one bud is working after 2 weeks of time","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3VQH9NAHJS0GJ","Amazon Customer","Its good for this budget","Reviewed in India on 30 January 2024","Budget buy","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1BZIA5M0S1EYW","Best","I am in the love with this earpods best things I have specia thing is noice cancellation best best best","Reviewed in India on 29 January 2024","Love","5.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"RJZ7WDTI8CMIM","Yubraj Rooj","The product is not connecting properly","Reviewed in India on 29 January 2024","Product is good","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RY3BOVE04JMU7","Amrita Chowdhury","very good quality sound.","Reviewed in India on 29 January 2024","heavy quality","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2V6AZLGDU3V0A","Akash","Anc doesn't work properly. Overpriced should come under 2000","Reviewed in India on 29 January 2024","Voice quality is not good","3.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RN63Z3K9UCYK6","Anupam t.","I bought these buds on 16th jan only after 15 days of usage,the opening lid of case has got loose and feels like an old product the company should improve the build quality of this product in this price range","Reviewed in India on 29 January 2024","Build quality is poor","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R5XT73EEE6UJ4","The product arrived on time and it is good product ","The product is good in quality and it's been a year since I am using no issues in sound quality but it is uncomfortable and painful if we wear for too much time","Reviewed in India on 29 January 2024","It's uncomfortable","2.0 out of 5 stars","","0","White Marble","Extra Large","Nord Buds"
"R3PIV5J71WHAM5","Amazing sound ","Amazing sound even I can't hear this type of sound","Reviewed in India on 29 January 2024","Sound","5.0 out of 5 stars","https://m.media-amazon.com/images/I/61DXsiy9PdL.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2ZJGXA37OW9I7","mahesh sawarbandhe","Worst ever. Couldn't connect.","Reviewed in India on 29 January 2024","Don't buy","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2J21B9F21G35G","Good ",false,"Reviewed in India on 29 January 2024","Nice","3.0 out of 5 stars","https://m.media-amazon.com/images/I/61GUDKKmb8L.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"RBMZL9XODZI87","pankaj","I think the old product has been delivered to me.  Because according to the reviews the product is not working.  Sound quality is very bad.  It seems like the product is not from OnePlus.  please replace it and give me another product.","Reviewed in India on 29 January 2024","Fake product receive","1.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R3HSX3834LZ1FW","Prabhjot Aulakh","It worked great with my Samsung. I wish they worked with PS5 though but they don't.","Reviewed in India on 28 January 2024","Works Perfectly","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1U7AD1194SMJI","Amar nath Chand ","Very good sound with noise cancellation.Good to buy","Reviewed in India on 28 January 2024","Nice product","5.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R3K1TL9T2799DE","Kashu","It's been 9 month using this buds but facing a sound problem now i to have increase the volume to 80 to 90 percente to listen properly","Reviewed in India on 28 January 2024","sound problem,poor quality","2.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2WHM8P76P6A33","Praveen","I have dought on this product. How come I know it's geniune product, waranty card is missing","Reviewed in India on 28 January 2024","Package damaged","1.0 out of 5 stars","https://m.media-amazon.com/images/I/71FB7DIEOtL.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3U9J7P49I6SFF","Amazon Customer","Price is high but quality is poor. While talking the other parties ask me to remove Bluetooth and then talk. They says that my voice does not reach clear to them.","Reviewed in India on 28 January 2024","Other party can not listen my voice properly. They ask me to remove Bluetooth and then talk.","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RCB96ETORC5GE","Vaibhav Parmar","There is a frequent disconnect with the phone in middle of calls. Hey melody app doesn't support iOS. Useless.","Reviewed in India on 27 January 2024","Frequent disconnect! Useless.","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R17QW4UJP3ORTD","Veer Sharma","Awesome buds! I have to use this approx last 6 months, and It works perfect, battery backup is too good, noise cancellation is perfect. You can easily use for long purpose call it is very comfortable. Many I also forgot where is my earbuds after putting in my ears.","Reviewed in India on 27 January 2024","Perfect for office, gym etc.","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1HE5HCJE8FVLR","rohit mishra","Battery back is too long bought just one week doest get stand for 4 hrs only","Reviewed in India on 27 January 2024","Battey back up is worst 3hrs only. Shame on u amazon","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2LVQZLVESCBCA","Mahendra","Mic quality very poor","Reviewed in India on 27 January 2024","I don't like","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3DJ5GYT4XYURZ","Tushar Yadav","Good sound quality and battery backup.","Reviewed in India on 27 January 2024","Excellent","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RE0PSUJ1EZ06E","Rituparan","Material good and comfortable for carrying.","Reviewed in India on 26 January 2024","Good Quality","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R18FW6W73LG025","Amazon Customer","Not upto standards as claimed by OnePlus","Reviewed in India on 26 January 2024","Not upto standards as claimed by OnePlus","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1EN81735WNWE9","Subhra Bikas Das","Awesome","Reviewed in India on 25 January 2024","Best in this price range","5.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R117NH48KQZR9P","nawaz khan","Balanced sounds bass vocals are perfect super tunings 💯👌","Reviewed in India on 25 January 2024","Superior Quality thanx oneplus","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3KYBO9J09XJG4","priyanga","I have checked reviews and bought this one. But, it is totally waste and unable to return it","Reviewed in India on 25 January 2024","Please do not waste your money","1.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"RTPSFPKHAWE85","Shrikant dabral","worth of money","Reviewed in India on 25 January 2024","worth of money","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R39ZMAPJ5IH889","ravi","Good","Reviewed in India on 25 January 2024","Good product","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2M4HLKZMK2JK7","Sourav Nayak","I you are thinking to buy it . Go on .. Highly recommended .","Reviewed in India on 25 January 2024","Good product","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RZSLZPBW1DXFG","Rahul Saharan","The sound & bas quality is very good but voice noise is too much high","Reviewed in India on 25 January 2024","Voice noise","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R12N9QCCO8PD5W","Amzing quality ","Go for it","Reviewed in India on 25 January 2024","Good quality","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R10HPRNTES2H8C","Nuthan  Patel","Worst earbuds not worth 3000.","Reviewed in India on 24 January 2024","Not worth","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R365AMAMF8QTCU","Anten Ravil Doss","Using this for more than two weeks now and I can easily say that this product is an absolute waste of money. Perfect Chinese product that will easily put your hard earned money into pit.This will work good only with OnePlus mobiles for other mobile owners it will be a nightmare. I do have OnePlus mobile but I also connect this to my laptop for zoom meetings but everytime when I try to connect this in laptop it's an nightmare.Connectivity range is ok but when you want to disconnect, most of the times it gets hanged. It will be totally ridiculous for you to sit and troubleshoot every time.Charge retention is absolute joke. Mostly it will be retained for 3-4 hrs and not more than that. After which you should charge again. It takes 1 hr min to charge completely.After using this you ll come to a conclusion on not to buy OnePlus products again. Just stick to their mobiles and nothing else.","Reviewed in India on 24 January 2024","Don't waste your money!","1.0 out of 5 stars","https://m.media-amazon.com/images/I/71ac1OSeBOL.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"R10DH0NNDZT27H","Pursharth","Very great earbuds and also the anc mode is very great.","Reviewed in India on 24 January 2024","VERY GREAT AIR BUDS","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"ROI2VWPYPNSX9","Deepak Tyagi","I would have given 1 star, but didn't just because they are comfortable but what can a person do with comfort when the most important aspect of wireless earphone is missing that is battery.They claim 7 hr of battery backup instead it discharges in less than 2 hours.Very disappointed with it.Tried to return on the same day but couldn't and could only reach to service center, that's too hassle.","Reviewed in India on 24 January 2024","Battery backup is so bad","2.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1K7SNNIIS2CGM","jaipal singh shekhawat","Battery 🔋 backup good","Reviewed in India on 24 January 2024","Charging cable good","5.0 out of 5 stars","https://m.media-amazon.com/images/I/813MhGnII4L.jpg","0","White Marble","Extra Large","Nord Buds"
"R2MCID8SIT2NQ0","Shahid","Wanted to replace. When called amazon they denied","Reviewed in India on 24 January 2024","Very bad","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RM7D5O42R9STV","Chetan Swarup","This perfectly fits the One Plus Nord Buds 2 ear buds. I would suggest this as must buy.","Reviewed in India on 23 January 2024","Perfectly fits One Plus Nord Buds 2","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3RHIZE9W29I0X","Shafeel","Bad product","Reviewed in India on 23 January 2024","Iphone me note working","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RUB8K0RN9VBT3","saif","ANC working absolutely fine,Bass 🔊 Quality awesome.Sound clarity 💯 pure.Price is truly worth.Over all I can give 5 star 🌟Thank you amazon & one plus.","Reviewed in India on 23 January 2024","Superb👌 Quality Ear Buds","5.0 out of 5 stars","https://m.media-amazon.com/images/I/61-yyfIO5ML.jpg
https://m.media-amazon.com/images/I/719x5cDONRL.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2JZMYO8B91063","Sharon salve","Bluetooth Connectivity Issues","Reviewed in India on 23 January 2024","Bluetooth Connectivity Issues","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R395KWW1QZ3E07","Amazon Customer","Hey Melody app not supporting on iphone","Reviewed in India on 22 January 2024","Hey Melody app not supporting on iphone","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1N6EZL03Z3VSJ","rajesh a r","product and refund is not completed even after 30days","Reviewed in India on 22 January 2024","Very very bad product and refund is not completed even after 30days","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RUJ4CKNKNMDUB","ROHIT GUPTA","Its worthy","Reviewed in India on 22 January 2024","Nice 😊","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RHV56RLD0QIST","Waste of shampoo,,, ","Very impressive this product,, using a one plus mobile,, full enjoy this product... I'm happy with this product...","Reviewed in India on 22 January 2024","Clear sound","3.0 out of 5 stars","https://m.media-amazon.com/images/I/71Pm9QPbAaL.jpg
https://m.media-amazon.com/images/I/71gIhj2PNAL.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"RQ1G4IXFW80TE","sanju m","Stopped working after 2 months. Kindly do not buy this product.Please test Bluetooth working with multiple devices","Reviewed in India on 21 January 2024","Stopped working after 2 months","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1CEOG6UDZT24X","Amazon Customer","This buds not working","Reviewed in India on 21 January 2024","Not able to hear voice in right buds","3.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R32UOBSNQJED9M","Sam","Best in class","Reviewed in India on 21 January 2024","Good quality sound","5.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2Z207PUOPL7XM","Subhash","One of the ear buds stopped working right after 2 days","Reviewed in India on 21 January 2024","One of the ear buds stopped working","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RV9WNO9CZYWB3","Hang ho rha h mob thora jyda hii","Used items was send in the box when it is opening and know ist not returning the product..😌😌😌","Reviewed in India on 21 January 2024","Used items was send.","1.0 out of 5 stars","https://m.media-amazon.com/images/I/619wjmU71QL.jpg","0","Lightning White","Extra Large","Nord Buds 2"
"R2L0F2AR7CWM66","Shaik Mahaboob Valli","Voice is very less & hardly able to listen voice","Reviewed in India on 20 January 2024","Voice is very less","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3P506U6VIKKWT","pratish nair","Received this yesterday. The product is decent in terms of sound, but I am having severe earache and headache. It starts instantly once I start using it and stays for a long time even when I am not using. They only have replacement policy and no refund. Feel like I’ve made a big mistake buying it","Reviewed in India on 20 January 2024","Ear and headache","1.0 out of 5 stars","","2","Thunder Grey","Extra Large","Nord Buds 2"
"RHIC7FDKGSU5O","Amazon Customer","Sound quality poor !I want a refund but no facility to return for refund!","Reviewed in India on 19 January 2024","Very poor quality","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R114TKP9JCNRL6","prajwal talekar","I will suggest you not to buy such experience product... instead you can go for boat,fire bolt,skull candy I was using it for just 1 month and I got some serious issue with base and sound of my ear buds.Some times it is auto disconnected while listening to music or playing games.","Reviewed in India on 18 January 2024","Not worthy as per the price","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1HH83957TMKV1","Sridhar","Bass not good,not worth it","Reviewed in India on 17 January 2024","Bass not good","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3D2EV3SNS32AW","M.J","Case has full charge but right bud is not getting charge …its getting only 2 months that i bought..","Reviewed in India on 15 January 2024","Right is not getting charge","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R23WPORR59GP13","Rishabh","This earphone is having major connectivity issue. I ordered and the day I checked. It is not able to connect with my device itself. This product doesn't solve the problem. Too bad from one plus. Earlier there phones also sucked now there earphones as well. Shame","Reviewed in India on 14 January 2024","This earphones are not as good as it shows.","1.0 out of 5 stars","","2","Thunder Grey","Extra Large","Nord Buds 2"
"R1Q6LM0ZM3IF1O","Vibha verma","the sound quality is not as much, plus the app doesn't work with iPhone at all which is  a big disappointment, i mean why have the app in appstore if you cannot connect.","Reviewed in India on 14 January 2024","it does not pair with iphone","1.0 out of 5 stars","","3","Thunder Grey","Extra Large","Nord Buds 2"
"R8Z5R3VZQAJOW","Venkatesh.n1","Literally waste of money. Instead buy realme techlife t100....","Reviewed in India on 14 January 2024","Literally waste of money. Instead buy realme techlife t100....","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1IRGPG330GX2P","Gokilarajesh","Worst product,, second hand product,, cheeting Amazon product ..","Reviewed in India on 14 January 2024","Second hand product","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RVEU7BJ90YL5X","BHARATH","Worest not worthfull.while driving full of Distabens","Reviewed in India on 12 January 2024","No noice control out side sound to much","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3KXCJSVMXFDAJ","I got the default piece with charging problem,I put it on charging for almost 4 hours but it's not charging ","I got the default product cuz I put on charging for more than 3 hours but it is not getting charge","Reviewed in India on 12 January 2024","Worst product","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61Eesbs6SZL.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"R41DAEQE5D972","Jayakrishnan","Not a recommended product as the battery life lasts Max upto 2 hours even after a full charge.","Reviewed in India on 12 January 2024","Poor battery backup","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3DQ8XEDYSW7OC","Baldeep sekhon","One airbud is not working so what can i doo","Reviewed in India on 11 January 2024","Its not working","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61DxnCTEsRL.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"R3T4I7WM69A33X","Worst ","It was a damaged product","Reviewed in India on 11 January 2024","Damaged","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61IM8lKty5L.jpg","0","Lightning White","Extra Large","Nord Buds 2"
"R15EIH9OFL0RFA","Jashanpreet singh","hing is not good at all also lack some bass if this information is useful for you please check my insta jashanpreet2852 for such informative review","Reviewed in India on 11 January 2024","PREVIOUS ONEPLUS NORD ARE BETTER","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R36LNJ42AUR8Z8","Yash Shah","After a week of usage and detailed observation, found that battery lasts only for 3 hours. Need to keep it in charging and does not feel it is having realistic battery life. Purchased to attend office calls but due to poor battery life, do not recommend this product at all.","Reviewed in India on 11 January 2024","Battery lasts for 3 hours max","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2NZ60XAULIDPM","suraj manhas","Hello sir this item I purchased one and two days this is unpair is automatic. Please check.","Reviewed in India on 10 January 2024","Automatic unpair","1.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R35VK9AW56IKRF","Aksh","This is the second product I ordered considering noise cancellation. It arrived in a smart box but the moment I put in my ears I felt the looseness and discomfort. It started falling out. Base is good but fitting wise it's the worst. I called up customer care to request exchange or return but they flatly refused stating that this was no criteria. Sadly I need to store them away as no use. Not at all fitting snug so please don't waste your money on this one. One plus if you're reading this review u better start taking customer reviews on a serious note!!","Reviewed in India on 10 January 2024","Not at all good like one plus 2r","1.0 out of 5 stars","https://m.media-amazon.com/images/I/51DWvT2QLLL.jpg
https://m.media-amazon.com/images/I/61oT7Gq8nCL.jpg","2","Thunder Grey","Extra Large","Nord Buds 2"
"R3JJL82VG934KG","Rajaa Murugan","Please don't buy this device. Bad battery","Reviewed in India on 5 January 2024","Please dont buy this device. Bad battery life.","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RVNINXVZD3ZZ8","Mayank J.","I have faced a lot of issue with this product and after continuous follow up from Amazon and One Plus nothing was helpful. Even due to this my return day passed and then nobody has done anything.","Reviewed in India on 4 January 2024","Awful power backup of both ear phone and case","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2K43ZH8ROGHTH","Abhishek","Been using the one plus Nord buds for quite some until I lost the charging case. Experience was good so ordered Nord buds 2 but there seems to be an issue with the touch panels. Having real difficulty disconnecting calls, which is supposed to be the main function. Surprisingly all other touch functions like mode change and track change seem to work well. No point telling me that I'm not used to the positioning of the touch panels because been using the earlier version for quite some time and I'm quite used to it. Must be a faulty product or a manufacturing issue. Returning it.","Reviewed in India on 4 January 2024","Difficulty disconnecting calls","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61EJidqUn4L.jpg
https://m.media-amazon.com/images/I/61PyIo++OBL.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"RQKE1NO81PQH7","Rajiv","I am using this since 1.5 years.  I am registered buying this… ye kharab hi nahi ho rhe mujhe new lene hai…","Reviewed in India on 3 January 2024","Regret buying it","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61DeITVDrEL.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1KXDWAPX6T7LW","Samar","This tws are worst, Everytime on call when I'm using tws people can't hear me it has worst mic. It has pairing issues also. It can be paired to only one device. If you've to pair it to another device you need to reset tws by pressing reset button at back of charging case. Many times one tws doesn't charge. I'm really frustrated at it.","Reviewed in India on 2 January 2024","Worst TWS I've ever used","1.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R12ZJBU3LJQ97D","Rama swami","It trouble to connection of Bluetooth low quality.","Reviewed in India on 1 January 2024","After connected only 1 mobile very waisted","1.0 out of 5 stars","https://m.media-amazon.com/images/I/61LGUK2arPL.jpg
https://m.media-amazon.com/images/I/715drwGKYvL.jpg","0","Thunder Grey","Extra Large","Nord Buds 2"
"RLNCZARGG4Y91","Outdoor call not batter","Outdoor call not batter","Reviewed in India on 30 December 2023","Not value for money","1.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"RBK4QWWK76ALE","vyommanikya","They are very uncomfortable to use. Painful for small ears even after using the smallest buds. I can't use for more than 10 mins.","Reviewed in India on 28 December 2023","Uncomfortable","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2CINWECFCFV08","Sandeep gond","Don't purchase friend write your words sound not clear right earbuds low soundMaine order kiya tha thunder greyMere ko receive hua Hai deep grey Amazon is not good for online shopping best of Flipkart","Reviewed in India on 27 December 2023","Mani West dont bye for oneplus  butts2","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2C5SBSAQS389Z","1ear burde missing  they r not exsechanging","Colour different missing ear burds","Reviewed in India on 26 December 2023","Missing ear burds","1.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R1K31O3WQTRHEZ","Subhasis Dey","Battery not good","Reviewed in India on 25 December 2023","Battery not good","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1Q7GFXUU9FHY0","Vikas","For a 2.7k ear buds, it does not provide basic volume controls. Amazon basics ear buds provide better features.","Reviewed in India on 25 December 2023","Poor touch controls","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R9Y2O9W4SXDHA","Fraud seller. Sent me an empty box","Left earbuds stoped working after a month.","Reviewed in India on 24 December 2023","Poor quality","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RLSXKDZ08ZA5Q","Sumit","Old product delivered and one ear bur is also","Reviewed in India on 22 December 2023","Old and  missing product","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RB1IBAQFA3542","Govind Kadam","The OnePlus product I used turned out to be one of the worst. I noticed a significant size difference between the left and right earbuds, making it difficult to fit in my ear. After using it for over half an hour, my ear started hurting, and the skin on my left ear got scratched. Iworry that my hearing capacity might be at risk at times. The process for replacement or refund is challenging. Can I visit nearby service center? I would not recommend this product to anyone.","Reviewed in India on 21 December 2023","Sucks","1.0 out of 5 stars","","2","Thunder Grey","Extra Large","Nord Buds 2"
"R1DLU2ZSDJK6MY","K Santhose Kumar","The worst product from One PlusThe sensor is the bad in market. It wont work if you double tap or even single tap, for some fingers it work, as i said the sensor is deadly poor","Reviewed in India on 20 December 2023","Poor One","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2AXQI2HRI9EE9","Amol Samgir","It doesn't fit my ears, it keeps on dropping from ears, I called Amazon technician but they say we can't replace it, please don't buy.","Reviewed in India on 18 December 2023","Doesn't fit my ears.","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RCQJY4FJ7I8VZ","Sourabh Kothari","Never ever buy it from Amazon. Got used buds, Opening/ Closing lid was loose, Connectivity issues. Worst product from Amazon. Now they are not even initiating my refund. Never buying anything from here ever. Not even customer support is helping me.","Reviewed in India on 17 December 2023","Bad experience never buying this expensive earbuds from Amazon","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RPXY955RVQEXD","Mayur padmani","Burd battery work 10 hrs to 12 hrs and various time to disconnect","Reviewed in India on 16 December 2023","Battery issue","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R2JBYWC2NIGC4H","Rashmi","Worst service center ever couldnt even fit a removed screw of my earbuds which is not even broken. Physical Service executive was arrogant they are dare to loose the customers. DO NOT BUY EARBUDS.(Rajajinagar service)","Reviewed in India on 16 December 2023","Worst product dont buy","1.0 out of 5 stars","","0","Lightning White","Extra Large","Nord Buds 2"
"R30PS7UVPVZWR2","Snehashis paul ","Play time is too short","Reviewed in India on 16 December 2023","Play time","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"RYSMW0U28RWJV","vijay","Left earbud is not working at all after 2 months","Reviewed in India on 14 December 2023","Working issue","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R37RHULFQYBPGZ","Kinjal lad","Product is very bad I buy this product 15 days before but now that product is not working properly now and not get connected also with any device","Reviewed in India on 13 December 2023","Not get connected to any device","1.0 out of 5 stars","","0","White Marble","Extra Large","Nord Buds"
"R376WRTX7HLQMF","XDDD","Faltu product","Reviewed in India on 13 December 2023","Poor battery","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
"R1CTBU97GA15VD","Bharat","Extremely poor microphone quality. Speakers are great, but the microphone quality is so pathetically bad, you sound like you're speaking from a 1990s old cheap phone. Just don't get this even if someone gives it for free.","Reviewed in India on 12 December 2023","Do not buy. Extremely poor quality microphone.","1.0 out of 5 stars","https://m.media-amazon.com/images/I/81uKY9EbIgL.jpg","0","Lightning White","Extra Large","Nord Buds 2"
"R29HWK61ZNUY4S","Roy shab","000000.","Reviewed in India on 11 December 2023","Froud","1.0 out of 5 stars","","0","Thunder Grey","Extra Large","Nord Buds 2"
