"id","profileName","text","date","title","rating","images","helpful","variant:"
"R17RVN7A4ZAM6Q","Paul","Nice Clear crisp sound amazing base excellent product","Reviewed in the United Kingdom on 29 June 2022","Amazing headphones and amazing sound 10*","5.0 out of 5 stars","","0",
"R8X3724JKB7LT","Connie De","These ear buds are super.  Clear sound.  Noise cancelling feature is so welcome when walking beside a noisy road.  Comfortable to wear.  I would highly recommend them!","Reviewed in Canada on 22 December 2023","Great ear buds","5.0 out of 5 stars","","0",
"R3GPHWQB24Q2ET","Nugroho","As expected from Samsung","Reviewed in Australia on 5 August 2023","As described","5.0 out of 5 stars","","0",
"R11G7P0P9ECVA3","Alex Gonzalez","The Galaxy Buds 2 are good quality Bluetooth earbuds. Having owned the Galaxy Buds+ originally, these were a decent upgrade in some regards and a downgrade in others.**Comfort**Probably the most important aspect of earbuds for some people is the comfort quality. The earbuds include 3 different size ear tips to help you find the right fit. Additionally, in the Galaxy Wearable app, there is a feature to actually test the fit. This is helpful as you can tinker and find the right earbud tip combinations for you. Prolonged sessions did result in some ear fatigue for me and I found the tips becoming a bit loose with excessive movement. I would probably not wear these to work out in. My aforementioned Galaxy Buds+ have wingtips on the top that help them remain securely in place, I find them to be a bit more comfortable than these.**Battery Life**Battery life on the Galaxy Buds 2 appear to be as advertised. For my use they are perfect as I do not wear my buds for long periods of time and am able to charge them in between sessions easily. The included charging case is easy to use and I can snap the buds in with no issues. Again, the Galaxy Buds+ were a bit better in this regard with the battery lasting around 9 hours on one charge, but they also did not have Active Noise Cancellation which consumes a good amount of battery life.**Connectivity**Using a Galaxy phone makes connecting these headphones a breeze! It was a simple as opening the case. Seriously, once I did that my phone recognized it and had a popup to pair. Connecting them to my tablet (S8) was not as easy. I had to put the earbuds into pairing mode and open my Galaxy Wearable app on the  tablet and connect that way. Once set up, it is very easy to reconnect. I also was able to pair with my Chromecast for late night TV viewing without waking up my wife.**Audio**This is where this set of earbuds earns its keep in my opinion. I am by NO MEANS an audiophile but the audio quality coming from the Buds+ was night and day for me. Music, TV, and calls all sound clear and crisp with a decent amount of bass without virtually 0 static. The ambient noise and active noise cancellation features work as intended and the 360 audio is a very cool feature to add a level of immersion, especially when watching movies.**Conclusion**This is a solid set of earbuds and at the current price point, makes a ton of sense in my opinion. I am very pleased with this set and will continue to use them as my ""daily driver"" earbuds.","Reviewed in the United States on 17 April 2023","Samsung strikes again! Quality, affordable, Bluetooth earbuds.","5.0 out of 5 stars","","74",
"R13R08239UMLC2","kat","Great noise cancelling and good sound. Also good fit for smaller ears.","Reviewed in the United Kingdom on 28 August 2022","Great noise cancelling","5.0 out of 5 stars","","0",
"R34GXRTJUGV08F","Faisal Khan","Buy any alternative product such as Nothing Ear 2 or OnePlus Buds. This one suffers from connectivity issue which is very annoying.","Reviewed in Canada on 3 February 2024","Constant audio loss and connectivity issue.","1.0 out of 5 stars","","0",
"R17XC0CBSMMA4W","Bruce Wood","on my second pair and for some reason one ear bud always has the volume to a point where you cant understand it, made sure they where clean and nothing, have an i phone so i dont have access to any of the companys apps for these. was told by customer support to take them to a shop and they would cover the repair, got to shop and they said sorry cant find them in our system and would not work on them","Reviewed in the United States on 1 February 2024","loses volume after a week of use","1.0 out of 5 stars","","0",
"RRO6QSRNDSWY6","Adi","Sound quality for music is great. Touch controls take a bit to learn, but good. Call quality below lousy. People can't hear nor understand me. Had to return.","Reviewed in the United States on 26 January 2024","Not worth it","1.0 out of 5 stars","","0",
"R2RN5YOFBPP0RY","anneuris100","During call the noise is horrible.","Reviewed in the United States on 25 January 2024","Poor quality.","1.0 out of 5 stars","","0",
"R2XJM12BWVXADT","David M Jacobs","Don't like it","Reviewed in the United States on 24 January 2024","Just don't want it","1.0 out of 5 stars","","0",
"R2G3TQ8XI0E436","Amazon Customer","Worse earbuds EVER. Two months and one bud had bad quality. Called to exchange would not allow because of sold to. Careful what you buy. Disappointed with Amazon and Samsung. Will never buy Samsung electronics again!!!!","Reviewed in Canada on 23 January 2024","Quality and serbice","1.0 out of 5 stars","","0",
"R27N1E8S2LMPDH","J.H.","Left earbud volume level went down to nearly zero after a few months of use.  Tried everything to fix it including cleaning, resyncing, reinstalling ""Wearable"" software, checking all settings.Not only did the left earbud fail after a few months of use, but the earbud covers themselves are not very comfortable and one would always slip and fall out when I would be running.  Eventually, I just started wearing only one earbud while running.  Never had that issue with the Bose.  The ""tap"" functions are super finicky and will randomly start/stop/skip songs if you are adjusting them while they are in your ears.If you want something durable and good for workouts/running, look elsewhere.  Super disappointed in these.","Reviewed in the United States on 22 January 2024","Waste of money","1.0 out of 5 stars","","0",
"R34URR8C25GPJQ","Axel","I had older galaxy buds that lasted for 3 years until one earbud got run over. Even then, at the end of its life, it still lasted at least 8 hours. But these earbuds lack good noise cancellation and worse yet, I only get 6 hrs max of battery time with these.","Reviewed in the United States on 18 January 2024","Overall decent except for battery life","2.0 out of 5 stars","","0",
"R3KJ901RD5NOSD","Taina","Bought these about 5 months ago and have had multiple problems with them since. Started with a high pitched ringing in the left year which slowly turned into a reduced volume all together. It sounds like the speaker blew out, which is ridiculous since I only ever use them at low volumes. They will also randomly disconnect while still I'm my ear. The right bud has just gave out me too so now they're totally unusable. I'm not sure if this is a problem with the product or the seller. I'm not totally convinced that they gave me something that was unused. Would've rated these higher if they lasted more then half a year.","Reviewed in the United States on 16 January 2024","Broke in 5 months","1.0 out of 5 stars","","0",
"R1TT9DZQ47GL02","Sam","Do not order these. Samsung will not honor a warranty and mine failed after less than 6 months. No recourse.*Update: Seller claims Amazon is responsible as they fulfilled the order. Amazon says item isn't eligible for return or refund. Samsung still hasn't accepted responsibility for warranty on an item less than 6 months old when it failed.","Reviewed in the United States on 16 January 2024","no warranty coverage or accountability","1.0 out of 5 stars","","0",
"R20XEQDDOGHY5P","Jeisson","Al poco tiempo de comprarlos nuevos el auricular R vacía su carga solito en el estuche de carga, una decepción esperaba más calidad. 💔","Reviewed in the United States on 15 January 2024","Defectuosos","1.0 out of 5 stars","","0",
"R1YPLRL8EHMABQ","Karla ","The QR scans were super small and as a first time user of these products I really needed quicker access to starter manual/ instructions.  Had a hard time finding the English language.","Reviewed in the United States on 14 January 2024","Only One of Two Works","2.0 out of 5 stars","","0",
"R184ZOTU0YELHJ","cicely","Not a good product a lot of static in background can’t hear the person you talking to not happy with these at all","Reviewed in the United States on 13 January 2024","Not a good product","1.0 out of 5 stars","","0",
"R2VOAUQP0F3MHA","Jimi Ojomo","Falls off from the ears","Reviewed in Canada on 12 January 2024","Doesn't stick to the ear","2.0 out of 5 stars","","0",
"R35D57TVOFLTYB","Amazon Customer","Pretty good sound but they fall out constantly. I've used all three ear tips. Also, the mic isn't the best.","Reviewed in the United States on 1 January 2024","Try something else.","3.0 out of 5 stars","","0",
"R12JYSZXZZ8B2K","Steve Jewell","Never actually lost them (only used once), but they will not stay in my ears while mowing. I missed the return date. I should have done the return much sooner. Ah well.","Reviewed in the United States on 31 December 2023","Won't stay in my ears, especially when doing stuff like mowing.","2.0 out of 5 stars","","0",
"R36ZVEVHG4R8QT","Orion Smith","Right earbud stopped working after 3 months, left ear bud after 4 months. According to company not covered under warranty and would not repair. Don’t waste your money.","Reviewed in the United States on 29 December 2023","Breaks Quickly","1.0 out of 5 stars","","2",
"RHIWT5N1NZGAE","Jeremy","Like them except the case and right bud charge 100%, while the left bud will only charge to around 18%...ONE BUD WONDER!! KINDA SUCKS LISTENING TO ONLY ONE BUD.","Reviewed in the United States on 26 December 2023","Left bud barely charges","2.0 out of 5 stars","","0",
"R3MUVK45X7BN8C","G","These Samsung earbuds were recommended to me, but unfortunately, do not work with my ear size/shape! Despite changing earbud tips, purchasing foam earbud tips, rotating the earbuds within the ear, and watching tutorials, these earbuds won't stay put! They fall out while I'm stationary at a desk or standing, so will be returning.","Reviewed in Canada on 26 December 2023","Earbuds Fall Out of Ears Despite Troubleshooting","2.0 out of 5 stars","","0",
"R993WA4B7QRB8","Yaakov s.","Noise canceling works fantastic","Reviewed in the United States on 20 December 2023","Love it's very clear","5.0 out of 5 stars","","0",
"RQ8MRIOP0Y6RI","ypwzwihpkgnwy","Got these and used them for a month or two before the left earbud stopped working altogether. Sent them back for warranty which was quick and they replaced the earbud. A couple weeks later the left earbud stopped working again. I bought a cheap pair of earbuds from a different brand and they have been working perfect for 6 months. I can't say I recommend these.","Reviewed in the United States on 19 December 2023","Save your money","1.0 out of 5 stars","","0",
"RM4466U5ZLVL7","CV3MOM ","Easy to pair. Works great. Love the earbuds.","Reviewed in the United States on 19 December 2023","Works Great","5.0 out of 5 stars","","0",
"R2SM8K0XAQLRIU","Amazon Customer","Was working great had them about a month and the right ear bud stopped working but not before it made a high pitched scratching then static sound in my ear. Before that happened they worked great.","Reviewed in the United States on 18 December 2023","Right ear bud stopped working","2.0 out of 5 stars","","0",
"R1PW6WIUHSUMNR","Shannon","Very easy to sync to phone and comfortable for ear buds.","Reviewed in the United States on 17 December 2023","Comfortable","5.0 out of 5 stars","","0",
"R267ILX7GHQFNZ","Kent L.","My previous samsung earbuds were worn out from a few years of daily use. So, I upgraded to these. The sound is improved but I feel like the volume has faded fast and aren't as loud as when I first began using them. They are NOT noise canceling and they always fall out of my ears and I've tried all the sizes of the ear hole rubbers.","Reviewed in the United States on 17 December 2023","Constantly falling out","2.0 out of 5 stars","","0",
"R3OGP07GEFIAZP","Harsh Bhatt","Left Earpiece sound has gone down. Left Earpiece sound is very low comparing to right Earpiece. And that Just in 5 months and called Samsung. They said seller is uncertified and doesn't cover warranty. Unpleasant experience with Seller. Seller name: Wireless Expert Inc. Ordered this item on Amazon on 21st August 2023.. today is 15th December 2023.. Airbuds didn't work properly for atleast 6 months. Because of Seller Samsung will not cover warranty.","Reviewed in Canada on 15 December 2023","Left Earpiece sound has declined in 5 months after I bought","1.0 out of 5 stars","","0",
"R32AQT0EVUH1TP","teresa","Had these since mid-September quit working. Left earbuds totally stopped working and since I was shipped an international model, Samsung won't honor the warranty and it's outside of Amazon's return. So I'm out the money I spent on a pair of what should have been expensive headphones. So be warned you may not receive a US model and Samsung won't honor the warranty if it's an international model","Reviewed in the United States on 15 December 2023","You may receive international model","2.0 out of 5 stars","","0",
"R1GGACLIAJEXW9","Terell","Bought about a month or two ago neither one is working properly anymore","Reviewed in the United States on 14 December 2023","Not worth it","1.0 out of 5 stars","","0",
"R2Z1K7LK1ZCLYW","Delivery was fast ","Would recommend to anyone","Reviewed in the United States on 12 December 2023","Perfect Works Great","5.0 out of 5 stars","","0",
"R2G916VJZ0K6F7","Julz","I got them because I wanted to use my phone to locate the case when I misplace it but, alas! Not to be.  Yes, it will locate a single ear bud (send a loud signal through the ear bud to help locate it) but it won't show the location the way the iPhone will locate its easy buds. Also, they don't sit/ stay in your ear as nicely as the airpods. Good sound and noise canceling, tho","Reviewed in the United States on 9 December 2023","These are ok","3.0 out of 5 stars","","0",
"R1NY5YXDIQJTYH","Eli","Works great good battery life lasts most of the work day","Reviewed in the United States on 9 December 2023","Quality","5.0 out of 5 stars","","0",
"R1GR9ZS1340DFH","Andrew Wenzel","They started out amazing, but 6 months into regular use, the left ear bud suddenly got silent and when making calls, the balance of voices/noises was super off and I was told I sounded super quiet.UPDATE: After the left earbud went silent, the sound balance on both calls and music is extremely off and I have to basically yell for the other person to hear me. It sounds like they are talking into a tin can and it hurts my ears.If you ask me, DO NOT BUY!! Spend your money elsewhere and invest in good quality earbuds or buy directly from manufacturer","Reviewed in the United States on 9 December 2023","Good for price, bad for quality","2.0 out of 5 stars","","0",
"R27TPCVPGICXQ4","Annie","Falling off","Reviewed in the United States on 8 December 2023","Falling off very easy and very sensitive","2.0 out of 5 stars","","0",
"R2PSO4OESV7F5N","alexander alfaro","El producto está muy bueno y la verdad me encantó,  la entrega fue rápida en menos del tiempo estimado...","Reviewed in the United States on 8 December 2023","Muy buen producto.","5.0 out of 5 stars","","0",
"R3QTF0WZ3782HR","Allison","I bought these in September 2023 and now only the left earbud works. The right one will work for a few minutes if I unpair them repair but that is annoying and doesn't last","Reviewed in the United States on 8 December 2023","Didn't last 4 months","1.0 out of 5 stars","","0",
"R2I1HJFGFP9EIV","Angela","I find it annoying and not very acceptable to buy new items that cost a decent amount of money or any money really and have them come in boxes that look like this. I bought these as a gift for my son and quite frankly it looks like I got them used. The box has a smashed corner and there are several torn off stickers, random bends and the wording is rubbed off and faded where the description is. I may return these and try again I just dk.","Reviewed in the United States on 6 December 2023","Expected better gift presentation","3.0 out of 5 stars","https://m.media-amazon.com/images/I/6165X3jbczL.jpg
https://m.media-amazon.com/images/I/61QS5K+iTOL.jpg
https://m.media-amazon.com/images/I/61gsKxTHS6L.jpg
https://m.media-amazon.com/images/I/61igiaHWKVL.jpg
https://m.media-amazon.com/images/I/61vP3319hHL.jpg","0",
"R3SFO2T6ZM5OAQ","Ellen O.","If you google ""one of my samsung earbuds is not charging"" you will find this is a common problem. I bought a set and after about 3 months one of the earbuds would no longer charge. I thought it must of been a one off problem so I bought another pair. Had the same problem after less than 2 months. Don't buy these.","Reviewed in the United States on 5 December 2023","Second Pair that has failed after a few months use","1.0 out of 5 stars","","0",
"RUKTAZEXVCORU","dany fournier","Perfect quality!!","Reviewed in Canada on 4 December 2023","Perfect","5.0 out of 5 stars","","0",
"R2JPFEGGHXWZ5C","TrailBoy","I bought these to use with my GoPro 12 to record bluetooth audio. They would not link up. They do not fit my ears at all. Very uncomfortable.","Reviewed in the United States on 4 December 2023","I bought these to use with my GoPro 12 to record bluetooth audio. They would not link up.","2.0 out of 5 stars","","0",
"R4VF5EDLG4QG2","musum3ci","I got these six months ago. They are among the least comfortable earbuds I've ever worn. No matter what size fitting I use, they will not stay in my ear. And they are audibly clipping even when not at full volume. I hate these more than I've ever hated a pair of headphones in my life. They are abysmal. The first generation were much better.","Reviewed in the United States on 4 December 2023","Uncomfortable, won't stay in, sound already degrading","1.0 out of 5 stars","","0",
"R28X737DL3XZQ5","Joan Liu","Cons:1. These earbuds often fall out of my ears unexpectedly, even in potentially dangerous situations like in the middle of the road.Pros:1. The noise resistance is impressive, especially during subway rides where the environment is very loud.2. The sound quality is good.","Reviewed in the United States on 3 December 2023","Don't fit my ears","3.0 out of 5 stars","https://m.media-amazon.com/images/I/71oCAhMu7YL.jpg
https://m.media-amazon.com/images/I/81pFItAJ1AL.jpg","0",
"RW079D42ZHE7H","Miss Vee","These were very nice quality, sounded great but would not stay in my ears, every time I would talk or chew they would come out.","Reviewed in the United States on 1 December 2023","Ear buds","1.0 out of 5 stars","","0",
"RCCRL04S3Q5QY","ptwilkerson","These are really nice and they have excellent sound quality.","Reviewed in the United States on 30 November 2023","Perfect Gift","5.0 out of 5 stars","","0",
"R1FAAC7K35ILJW","Amazon Customer","Good comfortable fit. Good quality sound at a reasonable price.","Reviewed in the United States on 30 November 2023","Comfortable Fit","5.0 out of 5 stars","","0",
"R3S551VSYR88Q7","Kevin williams","I like them and the noise cancelation is good","Reviewed in the United States on 30 November 2023","Sound","5.0 out of 5 stars","","0",
"RMQH8KGRNHRCF","Bvernon","Perfect fit for a Samsung s22 phone.","Reviewed in the United States on 27 November 2023","Perfect fit for a Samsung s22 phone","5.0 out of 5 stars","","0",
"R2WMU5JH2U2SZ6","That Guy","Not noise canceling, and the touch controls for the ear buds barely work, so your pausing and playing videos/music is a huge Hassel","Reviewed in the United States on 26 November 2023","Disappointed","1.0 out of 5 stars","","0",
"R2CNWOL81HQT3H","Amazon Customer","Love the battery life, the sound quality, and how easy to set up and use. Don't like how easy the case pops open when dropped. But, still way worth the money.","Reviewed in the United States on 26 November 2023","Love the sound and performance quality","5.0 out of 5 stars","","0",
"RPQKXJYRIXAKO","Shraga Newman MYHS","Item scratched and doesn't work well","Reviewed in the United States on 21 November 2023","Item scratched and doesn't work well","1.0 out of 5 stars","","0",
"RYMP9ZLPKRWXW","Joe Hawkins","I bought these in March 2023. I live in Canada and I bought them on Amazon Canada. They quit charging so I contacted Samsung Canada. After a lot of run around they said they would not honour the 1 year warranty because the company who sold them was from the USA. I contacted the USA Samsung and after a lot of pictures and proof they gave me a place in Texas to send them but I had to pay the shipping Both ways and they would determine if they would cover the warranty once they received them. The cost to me is going to be at least half the cost of them in the first place. I asked why they will not cover the 1year warranty  with free shipping as advertised. Samsung Canada said it is their policy. Canadian customers, beware of policys.","Reviewed in Canada on 21 November 2023","Warning not covered by Samsung Warranty","1.0 out of 5 stars","","8",
"R1BVLORVTSJRH6","ZM","Keeps falling out, no matter how many adjustments. Read up on how to correctly place/insert. Wouldn't reccomend","Reviewed in the United States on 16 November 2023","Poor design","1.0 out of 5 stars","","0",
"R2BS59MC5ODIV","Miriam velazquez ","The noise cancellation stop working after a couple of months","Reviewed in the United States on 16 November 2023","Noise cancellation buged out","1.0 out of 5 stars","","0",
"R1RA0IHXG1BIOY","Avik Dutta","My primary objective behind purchasing the Samsung Galaxy Buds2 was to take calls on the go - AND BE ABLE TO MUTE/UNMUTE the microphone while on a live call. And the User guide does cover this part - it says to tap and hold the touchpad to mute/unmute your mic. Well - this does not work. Tap-n-hold actions can be customized via the Samsung Wearable App, and there are custom options (change ambient noise, Access Spotify/Bixby etc) - but mute/unmute is NOT an option there.Many other Buds2 users have reported this too, so I am not alone who noticed this.I am returning this product.Disappointing.","Reviewed in the United States on 15 November 2023","False advertising","1.0 out of 5 stars","","0",
"R1LE98BNYDSXQF","Andres Martinez","Even a set of replacements were faulty, I returned them","Reviewed in the United States on 14 November 2023","Even a set of replacements were faulty","1.0 out of 5 stars","","0",
"R73BVYFIRUFVI","Benjamin Bramer","Ear bud blew out in 3.5 months. Controls are either too sensitive or don't work at all.","Reviewed in the United States on 8 November 2023","Left ear bid blew out within 3.5 months","1.0 out of 5 stars","","0",
"R3N1M47JVKTPXG","Dean mclachlen ","I have an older pair of theses and work amazing so thought would get another set theses one are not good showed up with the case not working now week later of random use they are cutting in and out .... and just not working . Contacted seller with no response.. would not suggest buying from Amazon....","Reviewed in Canada on 8 November 2023","Not what I was expecting junk","1.0 out of 5 stars","","0",
"RGOKBE9UVVUA8","Chantal","I bought these new for my son but when I opened the box the interior product box had already been opened (the small packaging tape had been cut). Not only that but the ear buds themselves had someone else’s ear wax in them.","Reviewed in Canada on 5 November 2023","They were bought new but clearly had been used","1.0 out of 5 stars","","0",
"RQOQPQZI2LRRQ","Amazon Customer","I take really good care of all of my electronics and I was disappointed when these just stopped working.","Reviewed in the United States on 27 October 2023","Stopped working within two months","1.0 out of 5 stars","","0",
"R81AXB4B9L3IL","John","These ear buds showed up and the right one appears to have been chewed up and will not charge. I suspect this was either a returned item or ""refurbished"" very poorly. Buyer beware!","Reviewed in the United States on 24 October 2023","Not New!","1.0 out of 5 stars","","0",
"RM9Z222VXIIT4","Jade Minear","These earbuds are pretty high quality.Features like noise cancelation and ambient sound filtering work great.Unfortunately, these are mighty fragile, and subject to many issues. Most people online will tell you to apply a vacuum force on the problematic earbud to pull out any residue (which, even if you are someone who doesn't have a lot of ear wax, etc, it will go through the rubber bit). This is required if noise is muffled.My left earbud is actually quite broken, and I've only purchased these a short while ago. One day, I started listening to music and started to hear a periodic whine and screech coming out. Now I only use the right ear bud. Probably not worth the money if they commonly break so quickly..","Reviewed in the United States on 24 October 2023","Fragile","1.0 out of 5 stars","","0",
"R1OKTWJC6CUSC4","furiousinfernalrobot","These are two months old. If I don't use them for a week, the left side comes out of the charger dead. I expect more from non-cheapo buds.","Reviewed in the United States on 23 October 2023","One side not holding charge","1.0 out of 5 stars","","0",
"R14RABMZE4SLNY","Matthew","I have had these headphones for two months and the sound is already static in the left earbud on top of that they are hard to stay in your ears and repeatedly fall out and I have to search for them around the carpet.The only good thing I can say is that the sound quality is good until the left earbud started going out but would not recommend buying","Reviewed in the United States on 22 October 2023","Didn’t last 2 1/2 months","1.0 out of 5 stars","","0",
"R1NZK67OJB8DPL","Bibi","La verdad el producto salió defectuoso y no me gusto","Reviewed in the United States on 21 October 2023","No satisfecha","1.0 out of 5 stars","","0",
"R145D4X35PC7G2","US Purchase ","BEWARE!!!! Several charges from TIDAL streaming services showed up on my card after purchase. I did not sign up for this service nor was I notified of the charges. Only a robot answered the phone when I called TIDAL to dispute the charges. TIDAL kept attempting to keep charging my card. My card has since been deactivated.","Reviewed in the United States on 20 October 2023","BEWARE OF FRAUDULENT CHARGES FOR STREAMING SERVICES","1.0 out of 5 stars","","0",
"R2FA9TADBAZDCB","Jennifer","Can't say I recommend these, the right earbud shorted out last year so I stuck to using the left one while I looked up ways to troubleshoot it. Then the left one shorted out, so now I couldn't hear audio using either one. They constantly would slip out of my ear with minimal talking (movement of my jaw). Battery life was fine for me, but the fact that one shorted out under a year and then the second one did after the warranty ran out makes me real skeptical to recommend these at all.","Reviewed in the United States on 19 October 2023","Audio went out on both in a year.","1.0 out of 5 stars","","0",
"R3K7T2YUZ6PYLM","Maplia","I bought these SAMSUNG Galaxy Buds2 hoping to upgrade from the inexpensive ones I had purchased from amazon called Tozo.  Every time I call one of my clients they tell me they cannot hear me it sounds muffled and they hear a lot of background noise. I am so disappointed in the quality and would never ever recommend these. I have always posted honest reviews and trust me, if you want to just listen to music they are ok but if you try to speak on your iphone do not bother they are worthless!  I have had friends tell me ""call me back when you can speak on speaker phone"".... Not good at all!","Reviewed in the United States on 17 October 2023","Ear buds are the worst quality i have ever had","1.0 out of 5 stars","","0",
"R1QX68K5BL8QAU","Josh Kane","I am fairly sure this is a malfunctioning pair of earbuds.","Reviewed in the United States on 16 October 2023","Battery life dies within an hour","1.0 out of 5 stars","","0",
"RNA3M9ID6VMYN","Alex","El audifono derecho dejo de funcionar a los 2 meses de uso jamás los tire y jamás los saque de mi estudio la verdad muy decepcionado","Reviewed in Mexico on 12 October 2023","Mal producto","1.0 out of 5 stars","https://m.media-amazon.com/images/I/51Bim72y44L.jpg","0",
"RVQARU6AD80UA","Isaac","not to good","Reviewed in the United States on 9 October 2023","not to good","1.0 out of 5 stars","","0",
"R1L8NXH0GTDCIF","Kevin Mendez","The sound quality is not what I was expected need more work","Reviewed in the United States on 7 October 2023","Could be better","1.0 out of 5 stars","https://m.media-amazon.com/images/I/71Hjdt4w3-L.jpg","0",
"R25C2GD84E29G7","Joy","Do not buy these. Do not listen to reviews. Sound quality is mediocre and they constantly fall out of your ears in the gym no matter what size buds you use.Update : I threw them out.","Reviewed in the United States on 6 October 2023","Terrible stability","1.0 out of 5 stars","","0",
"R1Y5PTEATEMKJM","Amazon Customer","The earbuds fit horribly. If I make any head movements they fall out. I lost one of the earbuds while walking. DO NOT BUY!!! I would give zero stars if that was an option. This is the worst Samsung product ever!!","Reviewed in the United States on 5 October 2023","Horrible fit. Doesn't stay in ears.","1.0 out of 5 stars","","0",
"R299MUS0548O94","Gene Fiolek ","THEY DO NOT STAY IN YOUR EAR! THEY'RE ALWAYS FALLING OUT. EVEN WHEN IM JUST SITTING ON MY COUCH! I WILL NEVER BUY THESE AGAIN!!!!!","Reviewed in the United States on 3 October 2023","Earbuds","1.0 out of 5 stars","","0",
"RQV1YI02BV5WX","Amazon Customer","A pesar de decir que estaba restaurado resultó que la bocina no se escuchaba, tuve que devolverlo","Reviewed in the United States on 1 October 2023","No funcionó una de las bocinas","1.0 out of 5 stars","","0",
"R2BKG145OTC0H2","Amazon Customer","Casi no los uso porque se caen  con el movimiento muy incómodos bo los recomiendo para nada👎👎","Reviewed in the United States on 27 September 2023","No muy buenos","1.0 out of 5 stars","","0",
"RA9RCGL6RTXI8","Angel","I try cleaning it, reseting it and every trick that is online but nothing, even though the sound and noise cancelation were extremely good, it didn't last for very long.","Reviewed in the United States on 26 September 2023","After one week of use right earbud started sounding really low, unitil the point of no sound at all.","1.0 out of 5 stars","","0",
"RSPB0E1FT3YAA","Elisabeth mcdonald","Self explanatory as why I disliked this","Reviewed in the United States on 22 September 2023","2 chsrgers/no headphones","1.0 out of 5 stars","https://m.media-amazon.com/images/I/611CEnMrURL.jpg","0",
"R14RBI97TROG3O","Rodrigo S.","No es lo que esperaba para nada, pésimo producto","Reviewed in Mexico on 19 September 2023","El audífono derecho comenzó a fallar","1.0 out of 5 stars","","0",
"RNHADPCXN03Z8","Rescue Mom","Only one earbud was working it's obvious no one checks products before reselling them.","Reviewed in Canada on 18 September 2023","Terrible quality control","1.0 out of 5 stars","","0",
"R3S4KOEF2EFTOA","jose valles","segun la descripcion la bateria dura entre 5 a 20 horas y la realidad no duran ni 2 hrs, pesima compra","Reviewed in Mexico on 18 September 2023","pesima bateria","1.0 out of 5 stars","","0",
"ROUKK4202L8FD","Theresa S.","This seller sent me an international model. When the earbuds failed at 8 months, I had no possible way to get them fixed or warrantied. Buy from Samsung Canada, if you live in Canada.","Reviewed in Canada on 15 September 2023","DO NOT BUY","1.0 out of 5 stars","","0",
"RK83AKQOMIZXY","Emmanuel u.","Lo compre el 12 de julio y uno de los auriculares ya no recibe la carga y ya no puedo regresarlo. No recomendable","Reviewed in Mexico on 15 September 2023","Solo duró 2 mesws","1.0 out of 5 stars","","0",
"R3EWRURXIOWUXC","Alice ","When coming out of the box trial good sound has a lot of deep bass. Riding on Harley didn’t hold up when over 40 mph started cutting out. Around the hose mowing sound is perfect. However not even two months I went to put in and no lights no nothing. DOA of course I missed the return window. So now I have a pair of JBL buds for looks!","Reviewed in the United States on 12 September 2023","Didn’t last 2 months","1.0 out of 5 stars","","0",
"R2J255O96MNIW4","Haileyyyy ","I had this for less than 90 days.  The device stopped working.  Bought from the Samsung store.  They sent me to a repair shop, was told they could not fix it and had to send it in.  Then sent to Samsung who told me it was not under warranty.  Called the service center and was passed around and then hung up on.  I have bought Samsung phones, watches and accessories for the past 13 years.  This may be my last purchase based on this experience.Update: Samsung support is saying since this is an international version it has no warranty in the US. It is substandard customer service that they're getting away with that. Selling a product on US soil overnight delivery from Amazon and claiming it doesn't qualify for a warranty because of international manufacturer. I would challenge that everything Samsung sells here is manufactured internationally. Very disappointing from Samsung.","Reviewed in the United States on 12 September 2023","Device failed in already","1.0 out of 5 stars","","2",
"R3QSMVEQHV7C4","Morgan Davi","The battery life is a joke, it NEVER has reached anywhere close to what it claims it can and one earbud always dies way before the other. Not like 20 minutes before, a full two hours before. The earbuds have only lasted up to about 3 hours, WAY below what it advertises. Other smaller details: When the earbuds connect, the sound cuts out for a few seconds without pausing the audio. I wouldn't have noticed if my cheap $18 pair didn't connect seamlessly by delaying the audio until they were ready so that you don't miss any words. Speaking of connection, they disconnect frequently. They usually reconnect themselves immediately, but it's strange that they disconnect themselves this often (again, this causes your audio to blackout randomly). As far as the fit goes, they aren't painful but they wiggle free VERY easily and I wouldn't want to work out in them. When I smile, they pretty much fall out of my ears. Also, the spherical design makes it incredibly difficult to adjust/remove/put in without pausing, skipping, or engaging the noise cancellation. The noise cancellation is actually really great, which makes all of the other issues aggravating. This review is written by someone who has bought about a half-dozen Bluetooth earbuds over the last 6 years. Almost all of them have been cheap- sub $30. The pair I'm wearing right now was $18. I figured that a nicer pair would be worth the price and IT IS NOT. I honestly feel like I got hosed and like this product is not accurately listed on this site.","Reviewed in the United States on 11 September 2023","Definitely not worth it","1.0 out of 5 stars","","7",
"R3D5MFKYTBHUDT","Austin","Great sound. Only problem earbuds would not stay in ear fell out ever 10 minutes.","Reviewed in the United States on 9 September 2023","Expected higher quality","1.0 out of 5 stars","","0",
"RRAD8X56H5ZFQ","Guen","Only one ear buds works at a time and when you switch them it shows the connect to buds logo for each ear bud. At first I thought well ok because like to use them one at a time when talking, but I do like using both at the same time especially when I'm trying to drowned out my husband when I'm mad at him, but I can't even do that! And to have to reconnect each ear bud each time I use one is ridiculous and irritating. The other pair I had before wasn't anything like this","Reviewed in the United States on 7 September 2023","Only ONE ear buds works at a time","1.0 out of 5 stars","","0",
